id,name,description,label
1047,15639704 14793385 52 41 55,14976909 15639704 14793385 14976908 14925703 14789561 14853021 14859956 14846135 14976902 14846120 14781588 14857874 14720387 14727561 15639704 14714046 15639213 14925205 14847407 14783134 14854817 14794687 14782344 15710888 14924977 15252363 14924962 15639975 15704449 14780320 14720387 14847900 14782903 14858113 14727561 15639704 14714046 15639213 14718849 14858418 14976902 14781831 14856352 14924962 14856118 14925463 14720387 14782910 14859144 14924711 14780815 14728350 14788744 14924426 14714046 15639213 14716854 14852794 15697794 15252363 15706542 14715310 14854577 14850991 14925205 14847407 14783134 14854817 14925738 14854817 14925479 14788744 15632020 14727561 15639704 14720387 14714046 15639213 14782910 14791826 15252363 14850991 14790566 14781592 14925738 14858640 14847927 14854553 15708338 14976901,14924216 14781104 14717848 14791612
1048,15709825 14784923 14783400 14924959,15697565 14849935 14783400 14924959,15630486 15702410 14718849 15709093
1049,14792320 14856346 14717874 14788008 15704193 15639958 14785469,14792320 14856346 14717874 14788008 15704193 15639958 14785469 14786472 14783417 14727849 14850991 14717874 14788008 14844290 14720387 14846120 14717871 14925193 14717871 14782384 14849723 14788008 14720387 14925703 14846135 14715319 14854553 14785469 14851759 14976901,14786237 15697082 14722731 14924977
1050,14780314 14845314 14860201 88 70 105 99 117 104 110 99,14723463 14846865 14717871 14782384 15710612 14844578 14846090 15638927 14923942 14780072,14844093 15705739 14854331 15699885
1051,15708546 14794626 14782092 14785469 15704193 15639958 78 72 84,98 82 79 67 15708546 14794626 14782092 14785469 15704193 15639958 14786472 14782903 14717313 14717874 14923942 14925756 14854331 14859143 14846102 14720387 14850237 14925193 14782092 14785469 14721212 14847407 15704193 15639958 14720387 70 87 87 15252363 15638179 14780567 14924188 14850237 14785451 14782092 14785469 15704193 15639958 14785418 14847398 15252367 14720179 14783914 14976902 14714302 14783914 14976902 14782641 14721212 14976902 14851225 14719884 14723726 15252366 14853009 15252363 15710367 14780567 14924188 15708335 14728335 14724264 14714302 14854334 14714302 14720387 15704193 15639958 15632285 15706266 14976902 14782092 14785469 14858665 14720179 14783914 15697082 14847388 14976902 14925705 14715319 14727830 14853038 14727355 15641759 14794626 110 83 81 15710364 15705739 14781842 14857864 14849419 14844598 14925228 14925473 14723769 14976902 14783914 14783417 14724496 14846116 14779819 14791337 14976902 14851228 14857864 14849931 14783914 14723726 14853021 14721162 14716606 15699637 14847384 15697082 14785418 14847398 14976901,15632285 15706536 14721977 14925219
1052,14924703 14721416 14844604 15697798 14848641 14854577 14724264 88 70 105 99 117 104 110 99,14924703 14721416 14844604 15697798 15252363 15706542 15697798 14925245 14854542 14858372 15252363 15706542 14854807 14852788 14783417 14858372 15252358 14924703 14721416 14844604 15697798 15637937 14857881 14925193 14846608 14925227 14726053 15631024 14923942 14780072 14721174 14781831 15697318 14924986 14785422 15638167 14844587 14846143 15252363 14786472 14925738 14851258 14844604 15697798 14785418 14847398 14923942 14780072 14846865 15639937 14854331 14849158 14716555 14976901 14726053 15631024 14721174 14781831 14925703 14720179 15696051 14847388 14925193 14844604 15697798 14785418 14847398 14923942 14780072 14846865 14859956 14846135 14720387 14859453 15706553 15252363 14786472 14925738 14851258 14792598 14783416 15631535 15638929 14854577 14786237 15697082 14844604 15697798 14716590 15697555 14727830 14859667 14717871 14721981 15698820 14856354 14725004 14782136 14780834 14846610 14924426 14976901 14726053 15631024 14721174 14781831 15637157 14849942 14792598 14783416 15631535 15634607 14976902 14844604 15697798 14785469 14784899 15252367 14721416 14847918 15638181 14976902 14844604 15697798 15638181 14976902 14781859 14718849 15638181 14976902 14783147 15697798 15638181 14976902 15697798 14859955 14844587 14854292 15252366 14976902 14857858 14854577 14849419 14721977 14846909 14844604 15697798 14785418 14847398 14925738 14858372 14976902 14846908 14844604 14728340 14849935 14785469 14784899 14976902 14844604 15697798 14850999 14925216 14723726 14844604 15697798 14785418 14847398 14785469 14784899 14846093 15637633 14851237 15252363 14780567 14924188 14782359 14713240 14720387 14923942 14780072 14846865 15704228 14844340 14782910 14788239 14846093 14925216 14925725 14785418 14847398 15252363 14859953 14925193 53 55 54 49 14859955 14782359 14724236 14844591 15708803 14854807 14844587 14846143 15042451 15042451 14792344 15699080 14924703 14721416 14844604 15697798 14785418 14847398 14785422 15638167 14844587 14846143 15252363 14780837 14726053 14846908 14844604 15702410 14849935 14728632 14925708 14844604 15697798 14785418 14847398 15710359 15701922 14976901 15042459 14924703 14721416 14844604 15697798 14848641 14782384 14716559 15042458 14786472 14924703 14721416 14844604 15697798 14848641 14782384 14852794 14717871 14720387 70 87 87 15252358,15710359 14847407 14845602 14859696
1053,83 102 108 98 72 114 115 88 102 105 99 117 104 110 99,14851237 15709098 14853009 14846609,14924216 14781104 14717848 14791612
1054,14785422 14785186 14846908 14717848,14925757 14846908 14717848 15708812 15697082 14720387 14859956 14846135,15710359 14847407 14845602 14859696
1055,14790815 14925206 42 14925738 14851258 14721212 14847407 14728335 14724264 15696045 14785422 14849158 14716555,14925738 14851258 14721212 14847407 14728335 14724264 15696045 14785422 14849158 14716555 42 14789283 14717848 14782359 14720387 70 87 87 78 67 39 14717871 14925193 14782092 15705775 14720387 84 67 76 42 70 87 87 78 67,14786237 15697082 14722731 14924977
1056,14854577 14857858 14727561 15639704,52 49 48 48 63,14924216 14781104 14717848 14791612
1057,14924701 15706291 15706266 14720387 15703709 14781592 14717872 14846092,14924701 15706291 15706266 14720387 15703709 14781592 14717872 14846092,14794687 14782344
1058,14849153 14848673 14854554 14848641 14782384 14848641 14726836 14716559,15042459 14849153 14848673 14854554 14848641 14782384 15042458 102 119 119 14786472 14925703 14789561 14925716 14925757 14854553 14924436 14859664 15630472 15711660 14854557 14847921 15042459 14782092 14785469 14783409 14789561 15252364 14924701 14849695 15701922 15635335 15042458 15704228 14844340 14782910 14788239 14720387 14859667 14717871 15252363 14783400 14781318 14854334 14791055 15709118 15697794 14924472 14717871 14858665 14923942 14782124 14925703 14782124 14783409 14789561 14976902 14858665 14923942 15635894 14846850 14924959 14789561 14722950 14783409 14789561 14976902 14791055 15709118 15697794 14782124 14925703 14782124 14851261 14854557 14925195 14728371 14722950 14783409 14789561 14723726 14853021 14721162 14782910 14859144 14976901 14791055 15709118 15697794 14925706 14717871 14844298 14860193 15635894 14846850 15252363 14782100 14859143 14782092 14785469 14846644 14846120 14924959 14789561 15252363 14782910 14924216 14858412 14781104 15252363 14784902 15632280 14847927 14860183 15252363 14852485 14924941 14856373 14728328 14782359 14925757 14925703 14721162 14793385 14791302 14976901 39 14785715 14780567 14924188 14724236 14844040 14728613 14846850 14976902 14849153 14847935 15252367 14847873 14925228 14847935 15252366 14723726 15701922 15635335 14782092 14789042 15252363 14849983 14859154 14791055 15709118 15697794 15252363 14853529 14847399 15706533 14846610 15630472 15252363 14854553 14715319 14728632 14925708 14854553 14924436 14859664 14720387 14728632 14925709 15701922 15635335 15252363 15706542 14854553 14924436 14859664 14728328 15701922 15710364 14844578 15042459 14925205 15697555 14727830 15252364 15042458 14782641 14924964 14976901 39 15252412 14858665 14923942 14844587 14844598 14846128 15252410 39 14850991 14858665 14923942 14844587 14844598 14846128 14784411 14726053 15252381 15042459 14849153 14848673 14854554 14848641 14782384 15632285 15042458 15252363 15637896 14782641 14925185 15704228 14848641 14782384 14791612 14847407 14923942 14780072 14976901 39 15252412 14781858 15705218 14714026 14728632 15252410 39 51 55 55 62 39 49 54 49 54 39 55 55 39 15252412 14925756 15704454 14847384 15697082 15252410 39 54 41 39 14782124 14925703 14782124 14783409 14789561 15252381 14717871 15042459 14849153 14848673 14854554 14848641 14782384 15042458 102 119 119 15252363 14782124 14780552 14791055 15709118 15697794 14858665 14923942 15635894 14846850 14720387 14924959 14789561 14722950 15252363 14846644 14846120 14854553 14715319 14783409 14789561 14976901 39 53 41 39 14783400 14924959 14722950 14783409 14789561 15252381 15706542 14791055 15709118 15697794 14717871 14858665 14923942 14720387 15042459 14782124 14925703 14782124 15042458 15252363 14782124 14780552 15042459 14849153 14848673 14854554 14848641 14782384 15042458 102 119 119 14720387 14925195 14728371 14722950 15252363 14846644 14846120 14854553 14715319 14783409 14789561 14976901 39 52 41 39 14851261 14854557 14722950 14783409 14789561 15252381 14791055 15709118 15697794 14717871 14858665 14923942 14720387 15042459 14782124 14925703 14782124 15042458 15252363 14782124 14780552 14848641 14782384 14783417 14727849 14720387 14925195 14728371 14722950 14846135 14716555 15252363 15710612 14844578 15630486 15639962 14783400 14924959 15252363 14846644 14846120 14854553 14715319 14783409 14789561 14976901 39 51 41 39 15632263 14789561 15252381 14782100 14859143 15706533 14846610 15252363 14714302 14844092 15042459 15632263 14789561 15042458 14781326 15635881 15252363 14846644 14846120 14924216 15697082 14728350 14791055 15709118 15697794 15632263 14789561 14976901 39 50 41 39 14783409 14844578 15252381 15637896 14782641 14784674 14719884 14858900 14847626 14720387 15706533 14846610 14783409 14844578 15252363 14924962 14846093 14788744 14853038 14728340 14723472 14847927 15709089 14720387 15630486 15639962 14976901 39 49 41 39 14728340 14723472 15252381 14854553 15705739 83 44 54 14728340 14723472 14782910 14859144 15252363 14858900 14782626 14783409 14789561 15252363 14789542 14782626 14847927 15709089,15630486 15702410 14718849 15709093
1059,15641218 14782600 88 15706282 15636660 14847406 14782092 88 102 105 99 117 104 110 99,14782092 14785469 15706282 15636660 14847406 14782092,14924216 14781104 14717848 14791612
1060,74 126 65 110 117 116 115 87 117 104 109 98 100 115 65 104 117 75 102 105 96 114 102 96 98,14858120 14782392 14854807 14791308 15706258 15706282 15636660 15706241 14847916 14847384 15697082,14856354 14844592
1061,15708546 14794626 14782092 14785469 15704193 15639958,98 82 79 67 15708546 14794626 14782092 14785469 15704193 15639958 14786472 14782903 14717313 14717874 14923942 14925756 14854331 14859143 14846102 14720387 14850237 14925193 14782092 14785469 14721212 14847407 15704193 15639958 14720387 70 87 87 15252363 15638179 14780567 14924188 14850237 14785451 14782092 14785469 15704193 15639958 14785418 14847398 15252367 14720179 14783914 14976902 14714302 14783914 14976902 14782641 14721212 14976902 14851225 14719884 14723726 15252366 14853009 15252363 15710367 14780567 14924188 15708335 14728335 14724264 14714302 14854334 14714302 14720387 15704193 15639958 15632285 15706266 14976902 14782092 14785469 14858665 14720179 14783914 15697082 14847388 14976902 14925705 14715319 14727830 14853038 14727355 15641759 14794626 110 83 81 15710364 15705739 14781842 14857864 14849419 14844598 14925228 14925473 14723769 14976902 14783914 14783417 14724496 14846116 14779819 14791337 14976902 14851228 14857864 14849931 14783914 14723726 14853021 14721162 14716606 15699637 14847384 15697082 14785418 14847398 14976901,15632285 15706536 14721977 14925219
1062,15706282 15636660 15706243 14791308 88 102 105 99 117 104 110 99 88 126 112,14783134 15697333 14925738 14720387 15697796 15706258,14783134 15697333 14854817 14925479
1063,14858630 15632275 53 14782092 14794687 88 102 105 99 117 104 110 99,14853024 14850444 14851258 14782367 87 76 14726844 14782092 14794687 15252363 14925756 15704454 14726332 14728344 14925757 15705218 14852992 14976902 15642283 14846910 14976902 14924988 14847398 14976902 14852794 14846092 14976902 14854577 14782600 14976902 14860201 14924701 14976902 14851258 14854577 14723726 14976902 14925756 15704454 14715310 14791826 14925757 14788744 14782626 14791612 14847407 14976902 14854577 14782600 14782367 14976902 14860201 14924701 14782367 14976902 14851258 14782367 14723726 15252380,14794687 14782344
1064,14727561 14780078 14717874 15635335 14785469 14851759 14925245 53,14727561 14780078 14717874 15635335 14785469 14851759 14925245 53,14847385 14844587 14848641 14847398
1065,15702939 14848641 14854577,15702939 14848641 14854577 70 105 99 117 104 110 99 14782092 14785469 14854565 14782384 14724264,14847385 14844587 14848641 14847398
1066,14714302 14714302 14780811 14784667 88 102 105 99 117 104 110 99,14714302 14714302 14780811 14784667 14786472 14925703 14789561 14925716 15634607 14925757 15639447 15639209 15705739 14925725 15697798 14785208 14780567 14924188 14720387 70 119 119 15252363 14924188 14924945 14924971 15637896 14782641 15637896 14850999 14784674 15709089 14976902 14854334 15709089 15252363 14784674 14719884 14859664 14844290 15701922 14925725 14779522 14844338 14846093 14854553 14782641 14925709 14859680 14715264 15252363 14859953 14925715 14846120 14924962 15632285 15710336 14714302 14714302 14780811 14784667 14723494 14718849 14859664 14844290 14925725 14847398 15252363 14782631 15640252 14781570 14858400 15696045 14856374 14925706 14850991 14859664 14844290 15252363 14786472 14925703 14789561 15637145 14860223 14782910 14924216 14720387 14858412 14781104 14720387 14859664 14844290 15635335 14848937 14779522 14844338 14723494 14718849 70 119 119 14976901,14847385 14844587 14848641 14847398
1067,14854017 14851005 14723494 14718849,14723494 14718849 14723510 14846341 14925738 14720387 14723510 14854807 14925708 14728632 15641995 14723510 14783626 14924443 15252358,14847385 14844587 14848641 14847398
1068,115 98 116 115 102 117 98 102 107 88 102 105 99 117 104 110 99,115 98 116 115 102 117 98 102 107 14794687 14782344 14720387 102 105 99 117 104 110 99 14716559 14785451 14780834 14844578,14794687 14782344
1069,14844072 15710381 14721977 14846909 110 104 116,14846608 14782910 14781858 14925725 14924711 14855573 15637633 14851237 14782608 14925708 14844072 15710381 14727830 14728347 47 112 112 112 41 108 99 105 98 115 41 105 98 115 46 14852236 14859453 14925193 53 55 55 55 14859955 15252363 14728328 15710336 14853021 14859955 14846102 14857874 15252363 14856373 14846102 14857874 14782359 14925757 14925738 14851258 14785415 14844592 14858934 14849162 14847388 14976902 14924711 14783914 14847388 14976902 14785415 14853024 14854273 14859681 14720387 39 15042459 14779272 15704198 15639937 15705489 15042458 14721977 14846909 14925452 14925703 14976901 14844072 15710381 15252363 68 102 115 14720387 15636660 15706262 14849930 15252363 14846097 15042459 14845064 14715820 14925703 14788528 14783112 15635351 14720387 14854566 15704193 15042458 14925452 14779272 14976901 14715276 14716555 14716559 14850704 15042459 14715820 14719931 14719884 14925245 15042458 15710361 14728362 49 14859955 15698352 14851258 14844290 14785415 14714026 15634607 15706557 14850716 14716559 14850704 14847626 53 14849930 14976901 14924443 14925757 14924436 14715319 14925738 14851258 14853024 15638145 15708039 15706557 14715304 14853508 14720387 15630474 15704454 14859956 14846135 14924962 14846093 14844591 14718852 14719138 14849930 14846601 14925245 14727830 14728347 14925205 14847407 14855573 14924436 15252363 14844072 15710381 14727830 14728347 14789284 15696051 14847388 14925193 14782100 15632295 14721977 14924701 14846865 14855573 14924436 14849419 14783159 14781097 14785418 14847398 14925731 14853024 14847900 14782903 14859956 14846135 14976901 14782092 14785469 14716559 14854565 14782384 14724264 14785715 14786472 15706542 14779272 15704198 14720179 14780834 14859441 14924735 14847927 14924455 14720387 14782092 14925738 14976901 14844072 15710381 14727830 14728347 14925705 53 55 54 50 14859955 49 14785423 54 54 14782626 14781317 14716555 14925709 14860165 15252363 14924964 14722950 15252381 63 52 53 49 54 54 14976901,15632285 15706536 14721977 14925219
